date,team,player,position,crimeraw,desc
10/4/2007,PIT,Najeh Davenport,RB,domestic violence,"In Cleveland custody dispute, he allegedly slapped and choked mother of his son, age 5. Also charged with child endangerment."
9/29/2007,JAC,Khalif Barnes,OT,reckless endagerment,"Police say he drove through a yard and crashed his Mercedes into a tree, then fled the scene. Charged with violating DUI probation."
9/5/2007,CLE,Leigh Bodden,CB,resisting arrest,"Accused of failing to comply with police at Cleveland airport. Police said he drove backward on one-way street, resisted arrest and argued.."
8/27/2007,CHI,Lance Briggs,LB,reckless endagerment,Accused of crashing his Lamborghini into pole and leaving the scene of the accident in Chicago. His car was discovered around 3:15 a.m.
8/23/2007,TB,David Boston,WR,dui,Accused of drunken driving after being found asleep behind the wheel of his Range Rover on his way to the Tampa airport.
8/5/2007,BUF,Anthony Hargrove,DE,resisting arrest,"Accused of breaking a police officer's eyeglasses, resisting arrest and criminal mischief in scuffle outside nightclub in Rochester, N.Y."
7/26/2007,CAR,Jeremy Bridges,OT,assault,Accused of pointing a gun at a female entertainer in parking lot of strip club in Charlotte.
7/26/2007,CAR,Jeremy Bridges,OT,firearms,Accused of pointing a gun at a female entertainer in parking lot of strip club in Charlotte.
7/17/2007,ATL,Michael Vick,QB,animal abuse,"Grand jury in Richmond, Va., indicted him and three others as part of criminal dogfighting enterprise."
7/14/2007,MIA,Chris Chambers,WR,dui,"Accused of driving while impaired near Charlotte, failing sobriety tests."
7/5/2007,OAK,Bryant McNeal,DE,outstanding warrant,"Pulled over in South Carolina, arrested on outstanding warrant involving defrauding a pawn broker. He allegedly sold broker a car he did not own."
7/3/2007,MIA,Kelly Campbell,WR,drugs,"Police approached his SUV in a ""known drug area"" of Atlanta, confiscated marijuana and Ecstasy pill."
7/3/2007,SD,Anthony Waters,LB,assault,Charged with simple assault after allegedly striking a fellow motorist who threw a rock at his windshield and broke it in South Carolina.
6/28/2007,STL,Claude Wroten,DT,domestic violence,"Accused of damaging property on LSU campus in Baton Rouge, La., in argument with girlfriend, kicking down her door."
6/23/2007,MIA,Fred Evans,DT,battery,"Police subdued him with a taser, accused him of battery on a police officer after dispute with taxi driver in Miami Beach."
6/23/2007,MIA,Fred Evans,DT,resisting arrest,"Police subdued him with a taser, accused him of battery on a police officer after dispute with taxi driver in Miami Beach."
6/22/2007,CHI,Terry Johnson,DT,dui,"Pulled over in Gilbert, Ariz., for going 40 mph in a 25-mph zone, accused of being impaired ""to the slightest degree."""
6/21/2007,TEN,Adam Jones,CB,coercion,"Surrended in Las Vegas, charged with felony coercion in connection to strip club shooting that paralyzed a man."
6/21/2007,TEN,Adam Jones,CB,firearms,"Surrended in Las Vegas, charged with felony coercion in connection to strip club shooting that paralyzed a man."
6/17/2007,GB,Nick Barnett,LB,battery,"Charged with battery after allegedly knocking out somebody's drink and breaking cell phone at bar in Appleton, Wisc."
6/17/2007,CIN,Quincy Wilson,RB,disorderly conduct,"Accused of failing to heed police order to disperse from bar, where he was part of a wedding party in Huntington, W.Va."
6/16/2007,CLE,Mike Mason,WR,disorderly conduct,"Accused of resisting arrest, disorderly conduct after not heeing police orders to leave club at closing time in Cleveland. Shocked with stun gun."
6/2/2007,ATL,Jimmy Williams,CB,drugs,"Accused by state police of marijuana possession in Richmond, Va."
5/20/2007,DEN,David Kircus,WR,assault,"Accused of punching a man in his face at a party, breaking his facial bones in Arapahoe County, Colo."
5/20/2007,NYJ,Justin Miller,CB,assault,Accused of third-degree assault after swinging at a man but hitting a woman instead at New York nightclub.
5/18/2007,CIN,A.J. Nicholson,LB,domestic violence,"Accused of hitting girlfriend in the eye in Taylor Mill, Ky., but she later recanted her statement, saying she hit herself with a phone."
5/10/2007,PIT,Richard Seigler,LB,pimping,"Accused of persuading a woman to become a prostitute, living from earnings of prostitute in Las Vegas."
5/9/2007,BAL,Steve McNair,QB,dui,"Pulled over for speeding in Nashville, charged with being owner of car driven by drunk driver. McNair was a passenger in the car he owned."
5/5/2007,JAC,Ahmad Carroll,CB,firearms,Police said he told he was carrying a gun after they questioned him about incident at an Atlanta restaurant. They also said they found pink pills in car.
5/5/2007,JAC,Ahmad Carroll,CB,drugs,Police said he told he was carrying a gun after they questioned him about incident at an Atlanta restaurant. They also said they found pink pills in car.
4/19/2007,MIN,Ronyell Whitaker,CB,outstanding warrant,Accused of not appearing in court for previous reckless driving incident even though his attorney was there. Police in Minneapolis later apologized.
4/15/2007,MIN,Cedric Griffin,CB,disorderly conduct,Accused of getting into ruckus with bouncers and police after getting kicked out of Minneapolis club for letting his pants sag too low.
4/1/2007,TB,Anthony Davis,OT,disorderly conduct,"Charged with disorderly conduct in his hometown of Victoria, Va."
3/31/2007,IND,Darrell Reid,DE,drugs,Accused of marijuana possession in New Jersey after police said they saw small bag of it in the open door of his car.
3/29/2007,TB,Lionel Gates,RB,domestic violence,"Accused of hitting pregnant woman in argument about whether he was father of her child in Hillsborough County, Fla."
3/26/2007,DEN,Brandon Marshall,WR,domestic violence,"Charged with false imprisonment in dispute with girlfriend in Highlands Ranch, Colo., accused of hitting her car window and blocking her taxi."
3/25/2007,CAR,D'Anthony Batiste,OG,firearms,"After being pulled over for dark window tint, he was accused of carrying a concealed weapon."
3/21/2007,CIN,Chris Henry,WR,traffic - other,"Accused of driving with a suspended license in Cincinnati, seat-belt violation and making an improper turn. Vehicle impounded."
3/19/2007,NO,E.J. Kuale,LB,firearms,"Accused of marijuana and illegal possession after his car was searched by police in Baton Rouge, La."
3/19/2007,NO,E.J. Kuale,LB,drugs,"Accused of marijuana and illegal possession after his car was searched by police in Baton Rouge, La."
3/19/2007,JAC,Gerald Sensabaugh,S,firearms,"Pulled over for speeding in his BMW, he was charged with carrying a firearm without a permit in Kingsport, Tenn."
3/18/2007,MIA,Joey Porter,LB,battery,Accused of punching Bengals' offensive lineman Levi Jones at a blackjack table in Las Vegas.
3/13/2007,SEA,Jerramy Stevens,TE,dui,"Pulled over in Scottsdale, Ariz., accused of extreme drunken driving, marijuana possession. Blood-alcohol measured at .204."
3/10/2007,JAC,Charles Sharon,WR,firearms,Accused of stealing a Glock gun and carrying a concealed weapon in Tampa after police approached his parked car and said they smelled marijuana.
3/10/2007,JAC,Charles Sharon,WR,drugs,Accused of stealing a Glock gun and carrying a concealed weapon in Tampa after police approached his parked car and said they smelled marijuana.
3/4/2007,STL,Dominique Byrd,TE,dui,"Pulled over in Los Angeles, accused of drunken driving."
3/4/2007,PIT,Deshea Townsend,CB,assault,Accused of taking part in brawl in Pittsburgh bar.
2/27/2007,ATL,Michael Vick,QB,trespassing,"Accused of fishing in a private lake in Western Branch, Va."
2/20/2007,IND,Dominic Rhodes,RB,dui,"Pulled over for speeding, Rhodes was accused of operating a vehicle while intoxicated in Indiana."
2/19/2007,ATL,Jonathan Babineaux,DT,animal abuse,"Accused of killing girlfriend's pit bull in Gwinnett County, Ga."
2/10/2007,MIA,Fred Evans,DT,drugs,"Accused of marijuana possession in Colorado County, Texas."
1/22/2007,CIN,Johnathan Joseph,CB,drugs,"Pulled over in Boone County, Ky., where police accused him of marijuana possession in his backpack."
1/6/2007,SD,Ryan Krause,TE,dui,"Pulled over in Pacific Beach neighborhood of San Diego around 2 a.m., accused of drunken driving."
1/3/2007,IND,DeDe Dorsey,RB,firearms,"Pulled over for speeding in Marion County, Ind.,, he is accused of carrying a pistol without a permit."
1/2/2007,DET,Ross Verba,OG,outstanding warrant,"Pulled over for speeding in Wisconsin, he was arrested on warrant for writing bad checks in Las Vegas."
1/1/2007,MIN,Travis Taylor,WR,assault,Police used a Taser gun on him in scuffle outside Minneapolis nightclub. Accused of ignoring police orders and pushing an officer.
12/18/2006,SD,Terrance Kiel,S,public urination,Cited for relieving himself outside a club in San Diego.
12/14/2006,CHI,Terry Johnson,DT,firearms,"In police raid in Gurnee, Ill., police found six unregistered guns, which they said violated his previous probation stemming from a previous gun charge."
12/9/2006,CIN,Deltha O'Neal,CB,dui,"Pulled over at checkpoint near Cincinnati, he was accused of drunken driving."
12/4/2006,STL,Dominique Byrd,TE,assault,Accused of hitting nightclub patron in the face with a drinking glass and grabbing a woman's buttocks in St. Louis.
12/3/2006,CIN,Reggie McNeal,WR,drugs,Accused of unruly behavior and resisting arrested after being denied entrance to Houston nightclub. Police also found sedative in his cigarette.
12/3/2006,CIN,Reggie McNeal,WR,resisting arrest,Accused of unruly behavior and resisting arrested after being denied entrance to Houston nightclub. Police also found sedative in his cigarette.
11/27/2006,SD,Cletis Gordon,CB,dui,"Pulled over in San Diego after game against Oakland Raiders, accused of drunken driving."
11/25/2006,NYJ,Adrian Jones,OT,dui,"Pulled over for lane-change violation in New Jersey, he was was accused of drunken driving. Blood-alcohol content measured at .22."
11/19/2006,SF,Antonio Bryant,WR,dui,"Pulled over for speeding more than 100 mph in Lamborghini, accused of drunken driving in San Mateo, Calif. Refused sobriety test."
11/14/2006,HOU,Fred Weary,C,resisting arrest,"Pulled over in Houston, he was Tasered by police and accused of resisting arrest. He later filed a civil rights suit against the police."
11/11/2006,DAL,Marcus Coleman,S,dui,"Pulled over in Irving, Texas, accused of drunken driving."
11/10/2006,JAC,Khalif Barnes,OT,dui,"After being pulled over, he accused police officer of racism and called Jacksonville a hick town. Accused of drunken driving, he later apologized."
11/5/2006,BUF,Donte Whitner,S,domestic violence,"Accused of harrassment in a dispute at his residence involving girlfriend in Hamburg, N.Y."
10/26/2006,TEN,Adam Jones,CB,assault,Accused of spitting in a woman's face at Nashville nightclub.
10/26/2006,TEN,Robert Reynolds,LB,domestic violence,"Charged with domestic violence and criminal damaging in a dispute with his wife in Upper Arlington, Ohio, whom he was divorcing."
10/22/2006,JAC,Bobby McCray,DE,drugs,"Pulled over in Jacksonville, Fla., accused of reckless driving and possession of a hydrocodone, a painkiller."
10/9/2006,SD,Markus Curry,CB,domestic violence,"Pulled over, accused of injuring the mother of his child in the Gaslamp District of San Diego."
10/6/2006,DET,Kenoy Kennedy,S,dui,"Pulled over in suburban Detroit, accused of drunken driving. Blood-alcohol content measured at .16."
10/3/2006,BAL,B.J. Sams,WR,dui,"Pulled over by police in Baltimore County, who said they smelled alcohol, charged with drunken driving, lane violation."
9/27/2006,DEN,Sam Brandon,S,violating court order,"In Douglas Count, Colo., warrant issued for alleged violation of restraining order and bond conditions stemming from arrest."
9/26/2006,KC,Jared Allen,DE,dui,"In Leawood, Kan., accused of second drunken-driving incident in five months. Also charged with speeding"
9/26/2006,SD,Terrance Kiel,S,drugs,"Federal drug authorities arrested him at Chargers facility in San Diego, accused him of possessing and shipping codeine cough syrup."
9/25/2006,CIN,Odell Thurman,LB,dui,"Pulled over, accused of drunk driving in Cincinnati."
9/3/2006,SD,Steve Foley,LB,dui,Shot by off-duty cop who followed him home and suspected him of driving drunk in San Diego County. Blood-alcohol level measured at .16.
9/2/2006,JAC,Brian Williams,CB,dui,"After partying, he was pulled over and accused of drunken driving in Jacksonville, Fla.. Police said he smelled of alcohol."
8/26/2006,MIN,Dwight Smith,S,sex - other,Accused of indecent conduct after being found with woman in a hotel stairwell in Minneapolis.
8/25/2006,TEN,Adam Jones,CB,alcohol - other,"Accused of being drunk, shouting profanities and arguing with a woman outside club in Murfreesboro, Tenn."
8/15/2006,MIN,Koren Robinson,WR,dui,"Accused of fleeing police and drunk driving after leading police on a high-speed chase. Arrested in Mankato, Minn."
8/12/2006,TEN,Randy Starks,DT,domestic violence,"Accused of beating fiancee, who lost some fingernails in the scuffle in Nashville."
8/6/2006,PIT,Barrett Brooks,OT,evading police,"Police said he recklessly drove his motorcycle in Pittsburgh, drove through stop signals and led them on a chase."
8/5/2006,CIN,Eric Steinbach,OG,dui,"Accused of drunken boating in Cincinnati, refusing breath test."
7/22/2006,CIN,Matthias Askew,DT,resisting arrest,"Accused of refusing police orders, parking violations, resisting arrest and obstruction of police business in Cincinnati. He was subdued by Taser."
7/22/2006,CHI,John Gilmore,TE,drugs,"Accused of refusing to leave bar in Chicago. After his arrest, police said they discovered marijuana."
6/25/2006,NE,Johnathan Sullivan,DT,drugs,"Pulled over after police said he ran stop signs, accused of marijuana possession in Griffin, Ga. Sullivan gave police his gun during arrest and had permit for it."
6/25/2006,NE,Johnathan Sullivan,DT,firearms,"Pulled over after police said he ran stop signs, accused of marijuana possession in Griffin, Ga. Sullivan gave police his gun during arrest and had permit for it."
6/23/2006,TEN,Cortland Finnegan,CB,dui,"Pulled over, refused breath test and accused of drunk driving in Nashville."
6/22/2006,NO,Jammal Brown,OT,domestic violence,Accused of domestic battery in Louisiana after his wife called 911.
6/21/2006,CIN,Frostee Rucker,DE,domestic violence,Accused of fighting girlfriend at party in Los Angeles.
6/20/2006,PHI,Jabar Gaffney,WR,firearms,"Pulled over for driving erratically in Camden County, N.J., charged with unlawful possession of a gun."
6/19/2006,PIT,Santonio Holmes,WR,domestic violence,"Mother of his children called 911 and said Holmes choked her and slammed her into a door in Columbus, Ohio."
6/14/2006,CIN,Chris Henry,WR,alcohol - other,"Accused of providing alcohol to minors in hotel room he rented in Covington, Ky."
6/13/2006,IND,Cato June,LB,failure to appear,"Accused of failing to appear in court on charge of driving with a suspended license in Boone County, Ind."
6/12/2006,SD,Vincent Jackson,WR,dui,"Pulled over in San Diego, charged with drunk driving. Blood-alcohol measured at .13."
6/3/2006,CIN,Chris Henry,WR,dui,"Pulled over in Cincinnati for speeding, accused of drunk driving. Blood-alcohol measured at .09."
6/1/2006,CIN,A.J. Nicholson,LB,theft,"Accused of stealing electronic equipment from former college teammate in Tallahassee, Fla."
5/27/2006,PIT,Santonio Holmes,WR,disorderly conduct,One of hundreds of partiers arrested and accused of disorderly conduct in Miami Beach over Memorial Day weekend.
5/26/2006,DEN,Karl Paymah,CB,dui,Police said they found him asleep behind the wheel of his Land Rover off the road near Denver while vehicle was still running.
5/26/2006,GB,Cory Rodgers,WR,firearms,"Accused of firing a gun outside a nightclub in Fort Worth, Texas."
5/18/2006,WAS,Ataveus Cash,WR,traffic - other,"Pulled over in Washington, D.C., he was accused of driving without a valid license."
5/16/2006,MIA,Keith Traylor,DT,dui,"Pulled over in Oklahoma, accused of drunk driving, possession of a controlled substance and breaking smoke detector at jail."
5/16/2006,MIA,Keith Traylor,DT,drugs,"Pulled over in Oklahoma, accused of drunk driving, possession of a controlled substance and breaking smoke detector at jail."
5/13/2006,SEA,Wayne Hunter,OT,assault,"Police said Hunter and his brother got into a scuffle at a sports bar in Renton. Wash., knocked over a table and slammed a man down."
5/12/2006,IND,Vincent Burns,DT,disorderly conduct,"Accused of being part of an altercation outside club in Lexington, Ky. Police say they used stun gun on him."
5/12/2006,CLE,Reuben Droughns,RB,domestic violence,Accused of shoving his wife to the ground and locking her outside at his home near Denver.
5/12/2006,TEN,Albert Haynesworth,DT,reckless endagerment,"Warrant issued after anoter motorist said Haynesworth tried to run him off the road with his truck in Cookeville, Tenn."
5/11/2006,KC,Jared Allen,DE,dui,"Pulled over for speeding, accused of drunk driving in Overland Park, Kansas."
4/23/2006,CHI,Ricky Manning,CB,assault,Accused of beating man at a Denny's restaurant near the UCLA campus in Los Angeles.
4/21/2006,SD,Steve Foley,LB,battery,"Officers approached his car and accused him of resisting arrest in San Diego, public intoxication and battery on officer in scuffle with police."
4/21/2006,SD,Steve Foley,LB,alcohol - other,"Officers approached his car and accused him of resisting arrest in San Diego, public intoxication and battery on officer in scuffle with police."
4/20/2006,DEN,Jake Plummer,QB,property destruction,"In alleged road rage incident, Plummer received misdemeanor summons after allegedly kicking a truck near Denver."
4/14/2006,SD,Shaun Phillips,LB,resisting arrest,Accused of obstructing police after an officer said he saw him pull a woman's head back by her hair in downtown San Diego.
4/11/2006,SEA,Bryce Fisher,DE,domestic violence,"Accused of twisting his wife's arm behind her back in a dispute in Kirkland, Wash."
3/26/2006,PHI,Dhani Jones,LB,disorderly conduct,Accused of not obeying a command to stop dancing in the street outside a Miami nightclub.
3/23/2006,TEN,Adam Jones,CB,drugs,"Accused of smoking marijuana after he emerged from Corvette reeking of marijuana. Officers were serving a warrant on his home in Fayette County, Ga."
3/19/2006,NO,Jimmy Verdon,DE,battery,"Jailed in Kenner, La., after police said they found him asleep in chair next to store. Police said he fought them when they woke him."
3/18/2006,NO,Donte Stallworth,WR,resisting arrest,"Pulled over around 5 a.m. in Miami for having expired tags, accused of resisting arrest after not turning off car."
2/18/2006,PIT,Trai Essex,OT,disorderly conduct,Accused of resisting an officer and disorderly conduct outside club in Miami.
2/17/2006,GB,Ahmad Carroll,CB,assault,"Accused of slapping the hand of an officer and disorderly conduct at a bar in Fayetteville, Ark."
2/15/2006,MIA,Damion McIntosh,OT,domestic violence,Accused of pushing his wife at their home in Toledo and causing her to hit her head.
2/12/2006,CHI,Terry Johnson,DT,assault,"Accused of aggravated assault, threatening police and resisting arrest at nightclub in Chicago."
2/6/2006,TEN,Adam Jones,CB,drugs,"Accused of throwing a punch at an officer and marijuana possession in Fayetteville, Ga. He had been in his parked Bentley."
1/28/2006,CIN,Chris Henry,WR,firearms,"Accused of raising a gun in a fight outside of a club in Orlando, Fla. The gun had been listed as stolen."
1/19/2006,KC,Greg Wesley,S,disorderly conduct,Accused of threating to hit a bouncer at bar in Kansas City.
1/15/2006,SEA,Sean Locklear,OT,domestic violence,"Accused of grabbing his girlfriend in dispute after getting upset with her for dancing with another man at a club in King County, Wash."
1/9/2006,JAC,Reggie Williams,WR,drugs,"Pulled over for running a red light in Jacksonville, Fla., accused of marijuana possession, driving with a suspended license."
12/30/2005,DAL,Terry Glenn,WR,disorderly conduct,Accused of public intoxication and urinating behind dumpster at fast-food restaurant in Dallas.
12/30/2005,DAL,Terry Glenn,WR,alcohol - other,Accused of public intoxication and urinating behind dumpster at fast-food restaurant in Dallas.
12/15/2005,MIN,Daunte Culpepper,QB,disorderly conduct,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Daunte Culpepper,QB,sex - other,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,CIN,Chris Henry,WR,drugs,"Pulled over for speeding in Covington, Ky., accused of marijuana possession."
12/15/2005,MIN,Bryant McKinnie,OT,disorderly conduct,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Bryant McKinnie,OT,sex - other,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Fred Smoot,CB,disorderly conduct,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Fred Smoot,CB,sex - other,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Moe Williams,RB,disorderly conduct,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
12/15/2005,MIN,Moe Williams,RB,sex - other,"One of four Vikings accused of taking part in ""love boat"" ride on Lake Minnetonka with naked dancers and sex acts, disorderly and lewd conduct."
11/25/2005,KC,Lionel Dalton,DT,domestic violence,"Accused of domestic battery in incident with his wife on Thanksgiving in Overland Park, Kan."
11/9/2005,NO,Fakhir Brown,CB,dui,"Pulled over in San Antonio, accused of driving while intoxicated."
11/1/2005,CLE,Reuben Droughns,RB,dui,"Pulled over near Cleveland, accused of speeding, failing breath test and drunk driving. Blood-alcohol measured at .08."
10/31/2005,SD,Derreck Robinson,DE,dui,"Accused of drunken driving after police heard single-car crash into center divider on interstate highway near La Mesa, Calif."
10/26/2005,NO,Courtney Watson,LB,dui,"Pulled over in San Antonio, accused of driving while intoxicated and having an open alcohol container."
9/26/2005,MIN,Marcus Johnson,OG,disorderly conduct,Accused of getting into a scuffle and refusing to leave a gas station and deli in Minneapolis.
9/26/2005,MIN,Bryant McKinnie,OT,disorderly conduct,Accused of getting into a scuffle and refusing to leave a gas station and deli in Minneapolis.
9/23/2005,DEN,D.J. Williams,LB,dui,"Accused of drunk driving in Douglas County, Colo."
9/13/2005,TB,Torrie Cox,CB,dui,Pulled over in Tampa after police said his 2005 Dodge Magnum was drifting. Police said they smelled alcohol and accused him of drunk driving.
9/12/2005,KC,Larry Johnson,RB,domestic violence,Accused of domestic abuse in scuffle with his girlfriend at a bar in Kansas City. Police said he shoved her to the floor.
8/28/2005,MIN,Kevin Williams,DT,domestic violence,"Accused of domestic assault in dispute with his wife at his home in in Minnetonka, Minn."
8/17/2005,KC,Lawrence Tynes,K,battery,"Accused of breaking a bouncer's nose in a fight in a bar in River Falls, Wisc."
8/15/2005,BAL,B.J. Sams,WR,dui,"Pulled over, accused of drunk driving near Baltimore."
8/14/2005,KC,Junior Siavii,DT,disorderly conduct,"Accused of throwing objects, getting into drunken confrontation with police at Minneapolis hotel along with teammate Greg Wesley."
8/14/2005,KC,Junior Siavii,DT,alcohol - other,"Accused of throwing objects, getting into drunken confrontation with police at Minneapolis hotel along with teammate Greg Wesley."
8/14/2005,KC,Greg Wesley,S,disorderly conduct,Accused of getting into drunken confrontation with police at Minneapolis hotel along with teammate Junior Siavii.
8/14/2005,KC,Greg Wesley,S,alcohol - other,Accused of getting into drunken confrontation with police at Minneapolis hotel along with teammate Junior Siavii.
7/15/2005,ATL,Rod Coleman,DT,disorderly conduct,"Pulled over for speeding in DeKalb, Ga., accused of getting irritated at police and asking, ""Do you know who I am? I play for the Falcons."""
7/13/2005,TEN,Adam Jones,CB,assault,Accused of assault and vandalism after being asked to leave club in Nashville.
7/10/2005,MIA,Randy McMichael,TE,domestic violence,"Witnesses said he gave his wife a bloody nose in Columbia County, Ga. He acknowledged drinking and was accused of battery and criminal trespass."
7/10/2005,MIA,Randy McMichael,TE,alcohol - other,"Witnesses said he gave his wife a bloody nose in Columbia County, Ga. He acknowledged drinking and was accused of battery and criminal trespass."
7/4/2005,DEN,Sam Brandon,S,domestic violence,"Accused of third-degree assault and causing property damage in domestic incident in Douglas County, Colo."
6/30/2005,ARI,Leon Joe,LB,firearms,"Accused of carrying loaded pistol after police in Washington, D.C., searched his car while it was in a no-parking zone."
6/25/2005,DET,David Kircus,WR,dui,"Pulled over in Ottawa County, Mich., for driving erratically, accused of drunk driving. Blood-alcohol at .15."
6/23/2005,MIA,Quintin Williams,S,dui,"Pulled over near team practice facilility in Davie, Fla., after being clocked at 111 mph, accused of drunk driving and drag racing."
6/11/2005,CHI,Terry Johnson,DT,firearms,Police found a loaded 9mm gun in his car he was driving outside a nightclub in Chicago.
6/4/2005,IND,Nick Harper,CB,domestic violence,"Accused of hitting his wife several times in Carmel, Ind."
6/4/2005,WAS,Sean Taylor,S,firearms,Accused of assault and pointing a gun in a confrontation over his all-terrain vehicles in Miami.
6/4/2005,WAS,Sean Taylor,S,assault,Accused of assault and pointing a gun in a confrontation over his all-terrain vehicles in Miami.
5/29/2005,IND,Mike Doss,S,firearms,"Accused of firing a gun outside a restaurant in Akron, Ohio."
5/29/2005,DET,Kalimba Edwards,DE,resisting arrest,"Pulled over in Southfield, Mich., accused of resisting arrest and failing to produce a driver's license. Police pepper-sprayed him."
5/20/2005,CLE,Kellen Winslow Jr.,TE,reckless endagerment,"Accused of disregarding safety in motorcycle accident near Cleveland. He tore up his knee in the accident, causing him to miss the season."
5/12/2005,TEN,Tyrone Calico,WR,sex - other,Accused of having sex with a woman in the back seat of his Escalade in Nashville.
5/6/2005,SEA,Koren Robinson,WR,dui,"Pulled over in Seattle suburb, accused of drunk driving. Blood-alcohol of .191"
4/25/2005,GB,Ahman Green,RB,domestic violence,"Accused of domestic abuse in argument with his wife, who called the authorities on him in Ledgeview, Wisc."
3/18/2005,JAC,Tommy Hendricks,LB,violating court order,"In Clay County, Fla., accused of violating restraining order by calling his ex-wife."
3/14/2005,TEN,Brad Hopkins,OT,domestic violence,"Accused of assaulting his wife in Williamson County, Tenn."
3/4/2005,ARI,Larry Ned,RB,theft,Accused of stealing another traveler's computer at an airport security checkpoint in Phoenix.
3/1/2005,TB,Dwight Smith,S,firearms,"Accused of pulling a pellet gun on fans who approached him in the drive-thru line at a McDonald's in Hillsborough County, Fla. Charged with aggravated assault."
2/24/2005,MIN,Kelly Campbell,WR,firearms,Pulled over in Atlanta and accused of marijuana possession and a gun that was reported stolen.
2/24/2005,MIN,Kelly Campbell,WR,drugs,Pulled over in Atlanta and accused of marijuana possession and a gun that was reported stolen.
2/17/2005,TEN,Tank Williams,S,dui,"Pulled over in Nashville after police said he failed to fully stop at stop sign, accused of drunken driving."
2/14/2005,TEN,Samari Rolle,CB,domestic violence,"In Valentine's Day dispute with his wife near Nashville, he was accused of assaulting here. She was treated for a cut above her eye."
2/4/2005,NYG,Frank Walker,CB,firearms,"Accused of possesing a stolen vehicle in Atlanta, where police said they also found a gun for which he had a permit."
2/4/2005,NYG,Frank Walker,CB,theft,"Accused of possesing a stolen vehicle in Atlanta, where police said they also found a gun for which he had a permit."
1/21/2005,CHI,David Terrell,WR,violating court order,"Handcuffed, accused of showing up four hours later to his court date on license and traffic violations in Chicago."
1/1/2005,DEN,Willie Middlebrooks,CB,domestic violence,Accused of beating up his girlfriend after his girlfriend called police and said he struck her and choked her at home near Denver.
1/1/2005,IND,Montae Reagor,DT,harassment,Accused of harassing and making threatening calls to former girlfriend in Denver area.
12/20/2004,OAK,Marques Anderson,S,alcohol - other,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public."
12/20/2004,OAK,Charles Woodson,S,alcohol - other,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public."
12/15/2004,CAR,Todd Sauerbrun,P,dui,"Pulled over in Charlotte, accused of speeding and drunk driving."
12/4/2004,TB,Torrie Cox,CB,dui,"Pulled over in Tampa about 3 a.m., accused of drunk driving."
12/3/2004,HOU,Bryan Pittman,C,dui,Accused of driving while intoxicated in Houston.
11/17/2004,ARI,Joshua Rue,RB,domestic violence,"Accused of pushing his wife and throwing a coat hanger at her in Tempe, Ariz."
11/16/2004,CHI,David Terrell,WR,reckless endagerment,"Pulled over in Chicago, accused of reckless driving, driving with a suspended license and failure to yield."
11/16/2004,CLE,Paul Zukauskas,OG,dui,"Pulled over in suburban Cleveland, accused of drunk driving and failing sobriety tests."
11/6/2004,ATL,Matt Schaub,QB,assault,"Accused of being one of three men to assault a man in Charlottesville, Va., outside a campus restaurant."
10/28/2004,WAS,Sean Taylor,S,dui,"Pulled over for speeding, accused of drunk driving and refusing to take a breath test in Fairfax County, Va."
10/22/2004,CAR,Jarrod Cooper,S,fraud,"Pulled over in Charlotte, accused of providing false information to police."
10/19/2004,MIA,David Boston,WR,assault,"Accused of punching an airline ticket agent who wouldn't let him board a plane at an airport in Burlington, Vt."
10/5/2004,CIN,Justin Smith,DE,dui,"Pulled over for weaving near Dayton, Ohio, accused of drunk driving. Blood-alcohol content measured at .152."
9/20/2004,KC,Eric Warfield,CB,dui,"Pulled over in Overland Park, Kan., accused of drunk driving, his third DUI arrest. Blood-alcohol measured at .189. T"
7/18/2004,NE,Marquise Walker,WR,dui,"Accused of drunk driving in Tampa, Fla., after rear-ending another car. Blood-alcohol measured at .179."
6/29/2004,MIA,Randy McMichael,TE,domestic violence,"In Fort Lauderdale, Fla., he was accused of hitting his wife, who was six months pregnant."
6/27/2004,ARI,Wendell Bryant,DT,dui,"Pulled over in Madison, Wisc., accused of several traffic violations and drunk driving."
6/27/2004,JAC,Chris Naeole,OG,disorderly conduct,"Accused of getting into a shoving match with employees at a bar in Jacksonville Beach, he was subdued by police using a Taser."
